base_url,current_organisation,current_sector,in_2026_06_30,scans_seen,historical_names
https://deptconservation.maps.arcgis.com/apps/webappviewer/index.html?id=4299ffa07de9451994681b43b60ad95b,Department of Conservation,Public Service Departments,true,6,Department of Conservation
https://designsystem.education.govt.nz/,Ministry of Education,Public Service Departments,true,6,Ministry of Education
https://determinations.era.govt.nz/determinations,"Ministry of Business, Innovation and Employment",Public Service Departments,true,0,
https://devdata.mfat.govt.nz/,Ministry of Foreign Affairs and Trade,Public Service Departments,true,6,Ministry of Foreign Affairs and Trade
https://developers.realme.govt.nz/,Department of Internal Affairs,Public Service Departments,true,3,Department of Internal Affairs
https://dia.services.govt.nz/,Department of Internal Affairs,Public Service Departments,true,6,Department of Internal Affairs
https://digitalnz.org/,Department of Internal Affairs,Public Service Departments,true,6,Department of Internal Affairs
https://digitalpassport.co.nz,,,false,3,Ministry of Social Development
https://digitalsuite.co.nz/,Ministry of Social Development,Public Service Departments,true,4,Ministry of Social Development
https://disclose-register.companiesoffice.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://disclosure.legislation.govt.nz/,Parliamentary Counsel Office,Non-Public Service Departments,true,6,Parliamentary Counsel Office
https://dispute.employment.govt.nz/app/Extra/Employment/Default.aspx,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://dispute.era.govt.nz/app/Extra/ERA/Default.aspx,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://dispute.tenancy.govt.nz/app/Extra/TenancyTribunal/Default.aspx,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://doc-deptconservation.opendata.arcgis.com/,Department of Conservation,Public Service Departments,true,6,Department of Conservation
https://doc-marine-data-deptconservation.hub.arcgis.com/,Department of Conservation,Public Service Departments,true,1,Department of Conservation
https://doc.wd105.myworkdayjobs.com/doc,,,false,1,Department of Conservation
https://doc.wd105.myworkdayjobs.com/en-US/DOC/,Department of Conservation,Public Service Departments,true,3,Department of Conservation
https://docref.digital.govt.nz/,Public Service Commission,Public Service Departments,true,2,Department of Internal Affairs
https://ea.analytics.msd.govt.nz/,Ministry of Social Development,Public Service Departments,true,3,Ministry of Social Development
https://eab.business.govt.nz/employmentagreementbuilder/startscreen,"Ministry of Business, Innovation and Employment",Public Service Departments,true,5,"Ministry of Business, Innovation and Employment"
https://earlylearning.services.govt.nz/,Department of Internal Affairs,Public Service Departments,true,6,Department of Internal Affairs
https://earlyresolution.employment.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,2,"Ministry of Business, Innovation and Employment"
https://ecart.health.govt.nz/,Ministry of Health,Public Service Departments,true,3,Ministry of Health
https://encservice.linz.govt.nz/,Land Information New Zealand,Public Service Departments,true,5,Land Information New Zealand
https://endoflife.services.govt.nz/,Department of Internal Affairs,Public Service Departments,true,6,Department of Internal Affairs
https://environment.govt.nz/,"Ministry of Cities, Environment, Regions and Transport",Public Service Departments,true,6,"Ministry for the Environment; Ministry of Cities, Environment, Regions and Transport"
https://epbr.building.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://er.getready.govt.nz/,National Emergency Management Agency,Public Service Departmental Agencies,true,5,National Emergency Management Agency
https://ero.govt.nz,,,false,1,Education Review Office
https://es.getready.govt.nz/,National Emergency Management Agency,Public Service Departmental Agencies,true,5,National Emergency Management Agency
https://ethics.health.govt.nz/,Ministry of Health,Public Service Departments,true,4,Ministry of Health
https://ethnicxchange.org.nz/,Ministry for Ethnic Communities,Public Service Departmental Agencies,true,3,Ministry for Ethnic Communities
https://etuwhanau.org.nz/,Ministry of Social Development,Public Service Departments,true,6,Ministry of Social Development
https://evaluationhub.education.govt.nz/,Ministry of Education,Public Service Departments,true,6,Ministry of Education
https://explore.data.stats.govt.nz/,Statistics New Zealand,Public Service Departments,true,6,Statistics New Zealand
https://exportcredit.treasury.govt.nz/,The Treasury,Public Service Departments,true,5,The Treasury
https://fa-eqqg-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/,Department of Internal Affairs,Public Service Departments,true,6,Department of Internal Affairs
https://fadc.govt.nz/,Financial Markets Authority,Crown Entities - Independent Crown Entities,true,6,Financial Markets Authority
https://financialadvicecode.govt.nz,Financial Markets Authority,Crown Entities - Independent Crown Entities,true,6,Financial Markets Authority
https://fincap.org.nz/,Ministry of Social Development,Public Service Departments,true,1,Ministry of Social Development
https://findajob.msd.govt.nz,,,false,3,Ministry of Social Development
https://fintech.govt.nz,Financial Markets Authority,Crown Entities - Independent Crown Entities,true,6,Financial Markets Authority
https://fms-cp.mfe-enquire.cloud/user/realme.html,"Ministry of Cities, Environment, Regions and Transport",Public Service Departments,true,5,"Ministry for the Environment; Ministry of Cities, Environment, Regions and Transport"
https://force4families.mil.nz,,,false,5,New Zealand Defence Force
https://forge.callaghaninnovation.govt.nz/prweb/prauth/app/default/b6piyijh5gurscmpu9_pnppg3kv3d5gbcqyay7gtpfgx4p4uvxhglw*/!standard,,,false,1,"Ministry of Business, Innovation and Employment"
https://form.abuseincaretopups.govt.nz/online_forms/top_up_resolved_claim_form/new,Ministry of Social Development,Public Service Departments,true,0,
https://forum.changeispossible.org.nz,,,false,4,Ministry of Social Development
https://fsp-register.companiesoffice.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://ftp.doc.govt.nz/login,Department of Conservation,Public Service Departments,true,5,Department of Conservation
https://ftp.doc.govt.nz/login?r=%2ffile,,,false,2,Department of Conservation
https://fuelquality.tradingstandards.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://gazette.education.govt.nz/,Ministry of Education,Public Service Departments,true,6,Ministry of Education
https://gazette.govt.nz/,Public Service Commission,Public Service Departments,true,6,Department of Internal Affairs; Public Service Commission
https://gazetteer.linz.govt.nz/,Land Information New Zealand,Public Service Departments,true,0,
https://geodata.nzpam.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,2,"Ministry of Business, Innovation and Employment"
https://gethelp.employment.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,2,"Ministry of Business, Innovation and Employment"
https://getready.govt.nz/,National Emergency Management Agency,Public Service Departmental Agencies,true,6,National Emergency Management Agency
https://gg.govt.nz/,Department of the Prime Minister and Cabinet,Public Service Departments,true,5,Department of the Prime Minister and Cabinet
https://gis.nzpam.govt.nz/permitwebmaps/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,2,"Ministry of Business, Innovation and Employment"
https://gis.nzpam.govt.nz/portal/sharing/oauth2/authorize?client_id=arcgisonline&response_type=code&state=%7B%22portalUrl%22%3A%22https%3A%2F%2Fgis.nzpam.govt.nz%2Fportal%22%2C%22uid%22%3A%22gjtYIp8Yxzk_AZ22vOJN7XnvauoV_8OP5cXBL7vLc6Q%22%2C%22returnUrl%22%3A%22https%3A%2F%2Fgis.nzpam.govt.nz%2Fportal%2Fhome%2Findex.html%22%2C%22useLandingPage%22%3Afalse%2C%22clientId%22%3A%22arcgisonline%22%7D&expiration=20160&locale=en-AU&redirect_uri=https%3A%2F%2Fgis.nzpam.govt.nz%2Fportal%2Fhome%2Faccountswitcher-callback.html&code_challenge=lgEAjtvprjG8Y10aIUoXYHG0BloYZLIxE5qIFkwRsuA&code_challenge_method=S256&display=default&force_login=false&hideCancel=true&showSignupOption=true&canHandleCrossOrgSignIn=true&signuptype=esri,"Ministry of Business, Innovation and Employment",Public Service Departments,true,1,"Ministry of Business, Innovation and Employment"
https://gis.nzpam.govt.nz/portal/sharing/oauth2/authorize?client_id=arcgisonline&response_type=code&state=%7b%22portalurl%22%3a%22https%3a%2f%2fgis.nzpam.govt.nz%2fportal%22%2c%22uid%22%3a%22uhwkh1fblfror7depacs16fsh-uxi3acgd-9ch8jvdy%22%2c%22returnurl%22%3a%22https%3a%2f%2fgis.nzpam.govt.nz%2fportal%2fhome%2findex.html%22%2c%22uselandingpage%22%3afalse%2c%22clientid%22%3a%22arcgisonline%22%7d&expiration=20160&locale=en&redirect_uri=https%3a%2f%2fgis.nzpam.govt.nz%2fportal%2fhome%2faccountswitcher-callback.html,,,false,1,"Ministry of Business, Innovation and Employment"
https://github.com/nz-trust-framework/DISTF-reference-architecture,Public Service Commission,Public Service Departments,true,1,Public Service Commission
https://globalresearchalliance.org/,Ministry for Primary Industries,Public Service Departments,true,4,Ministry for Primary Industries
https://govtnz.github.io/web-a11y-guidance/,Public Service Commission,Public Service Departments,true,3,Department of Internal Affairs
https://granted.govt.nz/,Department of Internal Affairs,Public Service Departments,true,5,Department of Internal Affairs
https://grantsportal.business.govt.nz/prweb/PRAuth/app/default/B6PIYiJh5GurSCmPu9_PnppG3kv3D5gbCQyAy7GtpfGx4p4uVXhGlw*/!STANDARD,"Ministry of Business, Innovation and Employment",Public Service Departments,true,1,"Ministry of Business, Innovation and Employment"
https://gwn.govt.nz/,Public Service Commission,Public Service Departments,true,6,Public Service Commission
https://health.nzdf.mil.nz/,New Zealand Defence Force,Non-Public Service Departments,true,6,New Zealand Defence Force
https://health.wd105.myworkdayjobs.com/External,Ministry of Health,Public Service Departments,true,5,Ministry of Health
https://healthed.govt.nz/,Health New Zealand,Crown Entities - Crown Agents,true,6,Health New Zealand
https://hearings.courtsofnz.govt.nz/,Ministry of Justice,Public Service Departments,true,2,Ministry of Justice
https://hepikorua.education.govt.nz/,Ministry of Education,Public Service Departments,true,6,Ministry of Education
https://hi.getready.govt.nz/,National Emergency Management Agency,Public Service Departmental Agencies,true,5,National Emergency Management Agency
https://humanrights.govt.nz/,Ministry of Justice,Public Service Departments,true,5,Ministry of Justice
https://inclusive.tki.org.nz/,Ministry of Education,Public Service Departments,true,6,Ministry of Education
https://info.health.nz,,,false,4,Health New Zealand
https://info.health.nz/careers,,,false,2,Health New Zealand
https://info.health.nz/conditions-treatments/infectious-diseases/hepatitis-c/stick-it-to-hep-c,,,false,3,Health New Zealand
https://info.health.nz/health-topics/conditions-treatments/infectious-diseases/hepatitis-c/stick-it-to-hep-c,,,false,1,Health New Zealand
https://infoshare.stats.govt.nz,Statistics New Zealand,Public Service Departments,true,6,Statistics New Zealand
https://inspectorate.corrections.govt.nz/,Department of Corrections,Public Service Departments,true,6,Department of Corrections
https://irctoolkit.mbie.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,2,"Ministry of Business, Innovation and Employment"
https://is-register.companiesoffice.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://iya.education.govt.nz/login,Ministry of Education,Public Service Departments,true,6,Ministry of Education
https://ja.getready.govt.nz/,National Emergency Management Agency,Public Service Departmental Agencies,true,5,National Emergency Management Agency
https://jcc.govt.nz/,Ministry of Justice,Public Service Departments,true,5,Ministry of Justice
https://jobs.defence.govt.nz/home,Ministry of Defence,Public Service Departments,true,5,Ministry of Defence
https://jobs.govt.nz/,Public Service Commission,Public Service Departments,true,6,Department of Internal Affairs; Public Service Commission
https://jobs.mbie.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://jobs.msd.govt.nz/,Ministry of Social Development,Public Service Departments,true,6,Ministry of Social Development
https://jobs.tewhatuora.govt.nz,,,false,2,Health New Zealand
https://jobs.tewhatuora.govt.nz/jobtools/JnCustomLogin.Login?in_organid=19739,Health New Zealand,Crown Entities - Crown Agents,true,4,Health New Zealand
https://kakapo-recovery.raisely.com,,,false,3,Department of Conservation
https://kakapo-recovery.raiselysite.com/,Department of Conservation,Public Service Departments,true,3,Department of Conservation
https://kaorakaako.education.govt.nz/,Ministry of Education,Public Service Departments,true,6,Ministry of Education
https://katoatoa.mpp.govt.nz/,Ministry for Pacific Peoples,Public Service Departments,true,6,Ministry for Pacific Peoples
https://kauwhatareo.govt.nz/,Ministry of Education,Public Service Departments,true,6,Ministry of Education
https://kete-lbp.mbie.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,2,"Ministry of Business, Innovation and Employment"
https://kete.mbie.govt.nz/EW/EWPRSearch/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,2,"Ministry of Business, Innovation and Employment"
https://korero.environment.govt.nz,,,false,1,Ministry for the Environment
https://kowhiti-whakapae.education.govt.nz/,Ministry of Education,Public Service Departments,true,6,Ministry of Education
https://kupe.net.nz/,Cancer Control Agency,Public Service Departmental Agencies,true,6,Cancer Control Agency
https://learning.building.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://learning.procurement.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,5,"Ministry of Business, Innovation and Employment"
https://learning.tradingstandards.govt.nz/login/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://learningfromhome.govt.nz/,Ministry of Education,Public Service Departments,true,6,Ministry of Education
https://lp-register.companiesoffice.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,5,"Ministry of Business, Innovation and Employment"
https://lrs.linz.govt.nz/search/,Land Information New Zealand,Public Service Departments,true,6,Land Information New Zealand
https://lsfdashboard.treasury.govt.nz/wellbeing/,The Treasury,Public Service Departments,true,6,The Treasury
https://maca-nds.maps.arcgis.com/apps/mapseries/index.html?appid=1ed9665a8d2c4d38b4f9ddcb2d186f1b,,,false,4,Te Tari Whakatau
https://maca-nds.maps.arcgis.com/home/index.html,Te Tari Whakatau,Public Service Departmental Agencies,true,6,Te Tari Whakatau
https://mahi.corrections.govt.nz/,Department of Corrections,Public Service Departments,true,6,Department of Corrections
https://mahi.orangatamariki.govt.nz/home,Oranga Tamariki,Public Service Departments,true,5,Oranga Tamariki
https://maps.doc.govt.nz/externalmaps/index.html?viewer=docmaps,,,false,5,Department of Conservation
https://maps.doc.govt.nz/externalmaps/index.html?viewer=pesticidesummary,,,false,5,Department of Conservation
https://maps.doc.govt.nz/externalmaps/index.html?viewer=whio,,,false,5,Department of Conservation
https://marinebiosecurity.org.nz/,Ministry for Primary Industries,Public Service Departments,true,6,Ministry for Primary Industries
https://marketplace.govt.nz,,,false,1,Department of Internal Affairs
https://mbienz.shinyapps.io/labour-market-dashboard_prod/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,5,"Ministry of Business, Innovation and Employment"
https://mbienz.shinyapps.io/migration_data_explorer/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,5,"Ministry of Business, Innovation and Employment"
https://mbienz.shinyapps.io/RegionalFactsheets/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,5,"Ministry of Business, Innovation and Employment"
https://mbienz.shinyapps.io/sector_report_prod,,,false,3,"Ministry of Business, Innovation and Employment"
https://mentalhealth.inquiry.govt.nz/,Department of Internal Affairs,Public Service Departments,true,6,Department of Internal Affairs
https://mfe.maps.arcgis.com/home/index.html,"Ministry of Cities, Environment, Regions and Transport",Public Service Departments,true,4,"Ministry for the Environment; Ministry of Cities, Environment, Regions and Transport"
https://mi.getready.govt.nz/,National Emergency Management Agency,Public Service Departmental Agencies,true,5,National Emergency Management Agency
https://mineplans.nzpam.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://minhealthnz.shinyapps.io/abd_domicile_2022q4,,,false,1,Ministry of Health
https://minhealthnz.shinyapps.io/abd_domicile_2023q1,,,false,1,Ministry of Health
https://minhealthnz.shinyapps.io/abd_domicile_2023q2,,,false,1,Ministry of Health
https://minhealthnz.shinyapps.io/abd_pho_2022q4,,,false,1,Ministry of Health
https://minhealthnz.shinyapps.io/abd_pho_2023q2,,,false,1,Ministry of Health
https://minhealthnz.shinyapps.io/ash_by_pho,,,false,1,Ministry of Health
https://minhealthnz.shinyapps.io/ash_district_dom,,,false,1,Ministry of Health
https://minhealthnz.shinyapps.io/ed_alcohol_domicile,,,false,1,Ministry of Health
https://minhealthnz.shinyapps.io/inpatient_average_length_of_stay,,,false,1,Ministry of Health
https://minhealthnz.shinyapps.io/national-gambling-study-data-explorer/,Ministry of Health,Public Service Departments,true,3,Ministry of Health
https://minhealthnz.shinyapps.io/nz-health-survey-2014-15-biomedical,,,false,2,Ministry of Health
https://minhealthnz.shinyapps.io/nz-health-survey-2014-15-srh-data-explorer,,,false,2,Ministry of Health
https://minhealthnz.shinyapps.io/nz-health-survey-2015-16-tobacco-data-explorer,,,false,2,Ministry of Health
https://minhealthnz.shinyapps.io/nz-health-survey-2016-17-mental-health-explorer,,,false,2,Ministry of Health
https://minhealthnz.shinyapps.io/nz-health-survey-2017-20-regional-update,,,false,2,Ministry of Health
https://minhealthnz.shinyapps.io/nz-health-survey-2022-23-mental-health-data-explorer/,Ministry of Health,Public Service Departments,true,3,Ministry of Health
https://minhealthnz.shinyapps.io/nz-health-survey-2023-24-annual-data-explorer,,,false,3,Ministry of Health
https://minhealthnz.shinyapps.io/nz-health-survey-2024-25-annual-data-explorer/,Ministry of Health,Public Service Departments,true,1,Ministry of Health
https://minhealthnz.shinyapps.io/WhakamauaDashboard/,Ministry of Health,Public Service Departments,true,3,Ministry of Health
https://ministrycareers.education.govt.nz,Ministry of Education,Public Service Departments,true,6,Ministry of Education
https://my.health.nz/,Health New Zealand,Crown Entities - Crown Agents,true,0,
https://my.msd.govt.nz/,Ministry of Social Development,Public Service Departments,true,6,Ministry of Social Development
https://my.studylink.govt.nz/my/studylink/help/general-info.html,Ministry of Social Development,Public Service Departments,true,6,Ministry of Social Development
https://my.studylink.govt.nz/mystudylink/logon.html,Ministry of Social Development,Public Service Departments,true,6,Ministry of Social Development
https://my.studylink.govt.nz/mystudylink/logon_mobile.html,Ministry of Social Development,Public Service Departments,true,6,Ministry of Social Development
https://mybond.tenancy.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,2,"Ministry of Business, Innovation and Employment"
https://natlib.govt.nz/,Department of Internal Affairs,Public Service Departments,true,6,Department of Internal Affairs
https://natlib.govt.nz/support-us/te-puna-foundation/,Department of Internal Affairs,Public Service Departments,true,5,Department of Internal Affairs
https://navymuseum.co.nz/,New Zealand Defence Force,Non-Public Service Departments,true,6,New Zealand Defence Force
https://ncea.education.govt.nz/,Ministry of Education,Public Service Departments,true,6,Ministry of Education
https://neac.health.govt.nz/,Ministry of Health,Public Service Departments,true,6,Ministry of Health
https://newzealandcurriculum.tahurangi.education.govt.nz/,Ministry of Education,Public Service Departments,true,3,Ministry of Education
https://newzealandcurriculum.tahurangi.education.govt.nz/new-zealand-curriculum-online/new-zealand-curriculum/new-zealand-curriculum-refresh/5637144667.c,,,false,1,Ministry of Education
https://newzealandcurriculum.tahurangi.education.govt.nz/new-zealand-curriculum-online/teaching-support/pathways-and-transitions/5637164076.c,Ministry of Education,Public Service Departments,true,4,Ministry of Education
https://ngatapuwae.govt.nz,,,false,5,Ministry for Culture and Heritage
https://nu.getready.govt.nz/,National Emergency Management Agency,Public Service Departmental Agencies,true,4,National Emergency Management Agency
https://nzeta.immigration.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://nzhistory.govt.nz/,Ministry for Culture and Heritage,Public Service Departments,true,6,Ministry for Culture and Heritage
https://nzism.gcsb.govt.nz/,Government Communications Security Bureau,Public Service Departments,true,5,Government Communications Security Bureau
https://nzsar-resources.org.nz/,"Ministry of Cities, Environment, Regions and Transport",Public Service Departments,true,6,"Ministry of Cities, Environment, Regions and Transport; Ministry of Transport"
https://nzsl.getready.govt.nz/,National Emergency Management Agency,Public Service Departmental Agencies,true,5,National Emergency Management Agency
https://nztcs.org.nz/,Department of Conservation,Public Service Departments,true,6,Department of Conservation
https://oio.linz.govt.nz/,Land Information New Zealand,Public Service Departments,true,5,Land Information New Zealand
https://online.immigration.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,0,
https://onlineservices.immigration.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,4,"Ministry of Business, Innovation and Employment"
https://onzpr.mpi.govt.nz/,Ministry for Primary Industries,Public Service Departments,true,5,Ministry for Primary Industries
https://open-data-mfe.hub.arcgis.com,"Ministry of Cities, Environment, Regions and Transport",Public Service Departments,true,5,"Ministry for the Environment; Ministry of Cities, Environment, Regions and Transport"
https://operationburnham.inquiry.govt.nz/,Department of Internal Affairs,Public Service Departments,true,6,Department of Internal Affairs
https://order.healthpromotion.govt.nz/,Health New Zealand,Crown Entities - Crown Agents,true,6,Health New Zealand
https://pa.getready.govt.nz/,National Emergency Management Agency,Public Service Departmental Agencies,true,5,National Emergency Management Agency
https://paekupu.co.nz/,Ministry of Education,Public Service Departments,true,6,Ministry of Education
https://paperspast.natlib.govt.nz/,Department of Internal Affairs,Public Service Departments,true,6,Department of Internal Affairs
https://pasefikaproud.co.nz,,,false,1,Ministry of Social Development
https://paymyinfringement.doc.govt.nz/,Department of Conservation,Public Service Departments,true,3,Department of Conservation
https://permits-licences.doc.govt.nz/,Department of Conservation,Public Service Departments,true,4,Department of Conservation
https://permits-licences.doc.govt.nz/buy-fishing-licences,,,false,4,Department of Conservation
https://permits-licences.doc.govt.nz/open-area-hunting/pick-regions,,,false,3,Department of Conservation
https://permits.nzpam.govt.nz/aca/default.aspx,,,false,2,"Ministry of Business, Innovation and Employment"
https://piersearch.mpi.govt.nz/,Ministry for Primary Industries,Public Service Departments,true,6,Ministry for Primary Industries
https://pikeriver.royalcommission.govt.nz/,Department of Internal Affairs,Public Service Departments,true,6,Department of Internal Affairs
https://pitau.mbie.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,3,"Ministry of Business, Innovation and Employment"
https://pjsp.govt.nz/,Ministry of Justice,Public Service Departments,true,6,Ministry of Justice
https://pld.education.govt.nz/,Ministry of Education,Public Service Departments,true,6,Ministry of Education
https://pokapuu.education.govt.nz/Security/login/,Ministry of Education,Public Service Departments,true,3,Ministry of Education
https://pokapuu.education.govt.nz/security/login?backurl=%2f,,,false,3,Ministry of Education
https://poolinspectors.mbie.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://portal.api.business.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://portal.apis.stats.govt.nz/,Statistics New Zealand,Public Service Departments,true,6,Statistics New Zealand
https://portal.miq.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,1,
https://portal.nzcrs.govt.nz/login.aspx,"Ministry of Business, Innovation and Employment",Public Service Departments,true,2,"Ministry of Business, Innovation and Employment"
https://portal.temporaryaccommodation.mbie.govt.nz/Temporaryaccommodation/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,2,"Ministry of Business, Innovation and Employment"
https://powerupplus.education.govt.nz/,Ministry of Education,Public Service Departments,true,6,Ministry of Education
https://ppsr.companiesoffice.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://practice.orangatamariki.govt.nz/,Oranga Tamariki,Public Service Departments,true,6,Oranga Tamariki
https://preventfvsv.govt.nz/,Family Violence and Sexual Violence Executive Board,Public Service Interdepartmental Executive Boards,true,4,Family Violence and Sexual Violence Executive Board
https://providers.studylink.govt.nz/,Ministry of Social Development,Public Service Departments,true,1,Ministry of Social Development
https://providers.youthservice.govt.nz/,Ministry of Social Development,Public Service Departments,true,4,Ministry of Social Development
https://providinginformation.nzsis.govt.nz/,New Zealand Security Intelligence Service,Public Service Departments,true,6,New Zealand Security Intelligence Service
https://readingambassador.nz/,Department of Internal Affairs,Public Service Departments,true,6,Department of Internal Affairs
https://register.charities.govt.nz/CharitiesRegister/Search,Department of Internal Affairs,Public Service Departments,true,5,Department of Internal Affairs
https://register.safetravel.govt.nz/login,,,false,2,Ministry of Foreign Affairs and Trade
https://resources.alcohol.org.nz/,Health New Zealand,Crown Entities - Crown Agents,true,6,Health New Zealand
https://rrf.rsm.govt.nz/ui?state=1,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://rtab.tenancy.govt.nz/tenancybuilder/startscreen,"Ministry of Business, Innovation and Employment",Public Service Departments,true,5,"Ministry of Business, Innovation and Employment"
https://sakbase.studylink.govt.nz/sakbase/auth/login,,,false,2,Ministry of Social Development
https://school-leavers-toolkit.education.govt.nz/,Ministry of Education,Public Service Departments,true,6,Ministry of Education
https://sectorsdashboard.mbie.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,2,"Ministry of Business, Innovation and Employment"
https://services-exporter-tool.govt.nz/,Ministry of Foreign Affairs and Trade,Public Service Departments,true,6,Ministry of Foreign Affairs and Trade
https://services.workandincome.govt.nz/ua/supplier_registration,Ministry of Social Development,Public Service Departments,true,0,
https://sexualviolence.victimsinfo.govt.nz/,Ministry of Justice,Public Service Departments,true,6,Ministry of Justice
https://sft.org.nz/,Ministry of Social Development,Public Service Departments,true,4,Ministry of Social Development
https://skillfinder.immigration.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://sltk-resources.tki.org.nz,,,false,1,Ministry of Education
https://sm.getready.govt.nz/,National Emergency Management Agency,Public Service Departmental Agencies,true,5,National Emergency Management Agency
https://smartstart.services.govt.nz/,Department of Internal Affairs,Public Service Departments,true,6,Department of Internal Affairs
https://storymaps.arcgis.com/stories/03a5d8c628b9439bbdcbef3e7974c3d6,Te Tari Whakatau,Public Service Departmental Agencies,true,0,
https://storymaps.arcgis.com/stories/907003437c504c9e9402420d05d59aeb,Department of Conservation,Public Service Departments,true,4,Department of Conservation
https://support.api.business.govt.nz/s/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,6,"Ministry of Business, Innovation and Employment"
https://takatu.civildefence.govt.nz/,National Emergency Management Agency,Public Service Departmental Agencies,true,6,National Emergency Management Agency
https://tatai.maori.nz/,Ministry of Health,Public Service Departments,true,5,Ministry of Health
https://tatou.health.govt.nz,,,false,3,Ministry of Health
https://teaho.govt.nz/,Cancer Control Agency,Public Service Departmental Agencies,true,6,Cancer Control Agency
https://teara.govt.nz/,Ministry for Culture and Heritage,Public Service Departments,true,6,Ministry for Culture and Heritage
https://tehaeata.govt.nz,,,false,1,Te Puni Kōkiri
https://tehaeata.govt.nz/nau-mai-haere-mai-ki-te-haeata?destination=/kia-ora,Te Puni Kōkiri,Public Service Departments,true,6,Te Puni Kōkiri; Te Tari Whakatau
https://tehekemai.co.nz/,Ministry of Social Development,Public Service Departments,true,5,Ministry of Social Development
https://teic.mbie.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,2,"Ministry of Business, Innovation and Employment"
https://tekura.courts.govt.nz/,Ministry of Justice,Public Service Departments,true,3,Ministry of Justice
https://tepae.building.govt.nz/,"Ministry of Business, Innovation and Employment",Public Service Departments,true,1,"Ministry of Business, Innovation and Employment"
https://tepunaaonui.govt.nz,,,false,2,Family Violence and Sexual Violence Executive Board
https://terito.govt.nz/,Ministry of Education,Public Service Departments,true,6,Ministry of Education
https://tetai.nz/,Ministry for Culture and Heritage,Public Service Departments,true,3,Ministry for Culture and Heritage
https://thehub.sia.govt.nz/,Social Investment Agency,Public Service Departments,true,6,Social Investment Agency
https://theinteryeti.govt.nz/,Department of Internal Affairs,Public Service Departments,true,6,Department of Internal Affairs
https://tkk.justice.govt.nz,,,false,2,Ministry of Justice
